row,Finding ID,Tier,Publication Date,Institution,Report ID
803,FARAI-2026-06-ALI5,C,2026-06-30,FAR.AI,FARAI-2026-06
804,CISCO-2026-06-GOV1,C,2026-06-29,Cisco (Robust Intelligence / Foundation AI),CISCO-2026-06
805,CISCO-2026-06-GOV2,C,2026-06-29,Cisco (Robust Intelligence / Foundation AI),CISCO-2026-06
806,RAND-2026-06-GOV1,C,2026-06-25,RAND Europe,RAND-2026-06-CYBAGENTS
807,HAL-2026-06-AUT1,C,2026-06-23,Princeton Holistic Agent Leaderboard (HAL),HAL-2026-06
808,HAL-2026-06-AUT3,C,2026-06-23,Princeton Holistic Agent Leaderboard (HAL),HAL-2026-06
809,UKAISI-2026-06c-ALI1,C,2026-06-17,UK AISI,UKAISI-2026-06c
810,DREADNODE-2026-06-GOV1,C,2026-06-16,Dreadnode,DREADNODE-2026-06
811,UKAISI-2026-05-ALI2,C,2026-05-30,UK AISI,UKAISI-2026-05-ALI30
812,REDWOOD-2026-05-ALI1,C,2026-05-29,Redwood Research,REDWOOD-2026-05
813,REDWOOD-2026-05-ALI2,C,2026-05-29,Redwood Research,REDWOOD-2026-05
814,REDWOOD-2026-05-ALI3,C,2026-05-29,Redwood Research,REDWOOD-2026-05
815,UKAISI-2026-06-HUM2,C,2026-05-29,UK AISI,UKAISI-2026-06
816,CAIS-2026-05-HUM1,C,2026-05-21,Center for AI Safety (CAIS),CAIS-2026-05
817,CAIS-2026-05-HUM8,C,2026-05-21,Center for AI Safety (CAIS),CAIS-2026-05
818,UKAISI-2026-05-ALI3,C,2026-05-21,UK AISI,UKAISI-2026-05b
819,UKAISI-2026-05-ALI4,C,2026-05-21,UK AISI,UKAISI-2026-05b
820,UKAISI-2026-05b-ALI1,C,2026-05-21,UK AISI,UKAISI-2026-05b
821,UKAISI-2026-05b-ALI2,C,2026-05-21,UK AISI,UKAISI-2026-05b
822,ANTHROPIC-2026-05-SELF-GOV1,C,2026-05-19,Redwood Research,ANTHROPIC-2026-05-SELF-SLEIGHT
823,METR-2026-05-ALI1,C,2026-05-19,METR,METR-2026-05-FRR
824,UKAISI-2026-05-ALI1,C,2026-05-14,UK AISI,UKAISI-2026-05-ALI14
825,KAISI-2026-05-GOV1,C,2026-05-13,Korea AI Safety Institute (K-AISI),KAISI-2026-05
826,UKAISI-2026-05-GOV1,C,2026-05-13,UK AISI,UKAISI-2026-05
827,METR-2026-05-SOC2,C,2026-05-11,METR,METR-2026-05b
828,HAL-2026-05-AUT1,C,2026-05-08,Princeton Holistic Agent Leaderboard (HAL),HAL-2026-05
829,HAL-2026-05-GOV1,C,2026-05-08,Princeton Holistic Agent Leaderboard (HAL),HAL-2026-05
830,METR-2026-05-GOV1,C,2026-05-08,METR,METR-2026-05a
831,METR-2026-05-GOV2,C,2026-05-08,METR,METR-2026-05a
832,METR-2026-05-GOV3,C,2026-05-08,METR,METR-2026-05a
833,SCALEAI-2026-05g-GOV1,C,2026-05-05,Scale AI,SCALEAI-2026-05g
834,SCALEAI-2026-05p-SOC1,C,2026-05-05,Scale AI,SCALEAI-2026-05p
835,USCAISI-2026-05-GOV3,C,2026-05-01,US CAISI,USCAISI-2026-05-DEEPSEEKV4
836,USCAISI-2026-05-GOV4,C,2026-05-01,US CAISI,USCAISI-2026-05-DEEPSEEKV4
837,REDWOOD-2026-04b-ALI1,C,2026-04-29,Redwood Research,REDWOOD-2026-04b
838,REDWOOD-2026-04b-ALI3,C,2026-04-29,Redwood Research,REDWOOD-2026-04b
839,UKAISI-2026-04a-ALI1,C,2026-04-29,UK AISI,UKAISI-2026-04a
840,CAIS-2026-04-ALI1,C,2026-04-28,Center for AI Safety (CAIS),CAIS-2026-04
841,UKAISI-2026-04-ALI1,C,2026-04-28,UK AISI,UKAISI-2026-04-SYCOPHANCY
842,UKAISI-2026-04-ALI3,C,2026-04-28,UK AISI,UKAISI-2026-04-SYCOPHANCY
843,UKAISI-2026-04-ALI4,C,2026-04-28,UK AISI,UKAISI-2026-04-SYCOPHANCY
844,UKAISI-2026-04-HUM1,C,2026-04-28,UK AISI,UKAISI-2026-04-SYCOPHANCY
845,UKAISI-2026-04-ALI12,C,2026-04-27,UK AISI,UKAISI-2026-04b
846,SECUREBIO-2026-04-BIO4,C,2026-04-23,SecureBio,SECUREBIO-2026-04
847,SECUREBIO-2026-04-GOV11,C,2026-04-23,SecureBio,SECUREBIO-2026-04
848,METR-2026-04-AUT4,C,2026-04-21,METR,METR-2026-04n
849,UKAISI-2026-04-ALI13,C,2026-04-20,UK AISI,UKAISI-2026-04d
850,UKAISI-2026-04d-ALI1,C,2026-04-20,UK AISI,UKAISI-2026-04d
851,UKAISI-2026-04-ALI19,C,2026-04-16,UK AISI,ANTHROPIC-2026-04-SELF
852,CRUX-2026-04-AUT3,C,2026-04-16,Princeton CRUX,CRUX-2026-04
853,CRUX-2026-04-CYB1,C,2026-04-16,Princeton CRUX,CRUX-2026-04
854,JAISI-2026-04-GOV1,C,2026-04-15,Japan AI Safety Institute (J-AISI),JAISI-2026-04
855,UKAISI-2026-04-CYB4,C,2026-04-13,UK AISI,UKAISI-2026-04-MYTHOSCYB
856,UKAISI-2026-04-CYB5,C,2026-04-13,UK AISI,UKAISI-2026-04-MYTHOSCYB
857,REDWOOD-2026-04a-ALI1,C,2026-04-12,Redwood Research,REDWOOD-2026-04a
858,REDWOOD-2026-04a-ALI2,C,2026-04-12,Redwood Research,REDWOOD-2026-04a
859,SCALEAI-2026-04-AUT3,C,2026-04-08,Scale AI,SCALEAI-2026-04-MCPATLAS
860,SCALEAI-2026-04-AUT4,C,2026-04-08,Scale AI,SCALEAI-2026-04-MCPATLAS
861,METR-2026-04-ALI1,C,2026-04-01,METR,METR-2026-04-COTCTRL
862,METR-2026-04-ALI2,C,2026-04-01,METR,METR-2026-04-COTCTRL
863,METR-2026-03-GOV1,C,2026-03-26,METR,METR-2026-03d
864,METR-2026-03-GOV2,C,2026-03-26,METR,METR-2026-03d
865,UKAISI-2026-03-AUT2,C,2026-03-26,UK AISI,UKAISI-2026-03-MCP177K
866,UKAISI-2026-03-AUT3,C,2026-03-26,UK AISI,UKAISI-2026-03-MCP177K
867,JOINT-2026-03-CYB1,C,2026-03-23,Joint UK AISI + US CAISI + Gray Swan,JOINT-2026-03
868,JOINT-2026-03-JAI3,C,2026-03-23,Joint UK AISI + US CAISI + Gray Swan,JOINT-2026-03
869,SCALEAI-2026-03c-GOV1,C,2026-03-23,Scale AI,SCALEAI-2026-03c
870,METR-2026-03-AUT6,C,2026-03-20,METR,METR-2026-03c
871,METR-2026-03-AUT7,C,2026-03-20,METR,METR-2026-03c
872,APOLLO-2026-03-ALI6,C,2026-03-16,Apollo Research,APOLLO-2026-03
873,OPENAI-2026-03b-SELF-GOV1,C,2026-03-16,Apollo Research,APOLLO-2026-03
874,METR-2026-03-ALI1,C,2026-03-12,METR,METR-2026-03-OPUS46SABOTAGE
875,SCALEAI-2026-03a-GOV2,C,2026-03-11,Scale AI,SCALEAI-2026-03a
876,SCALEAI-2026-03a-GOV3,C,2026-03-11,Scale AI,SCALEAI-2026-03a
877,METR-2026-03-AUT5,C,2026-03-10,METR,METR-2026-03b
878,UKAISI-2026-03-CYB8,C,2026-03-05,UK AISI,UKAISI-2026-03a
879,UKAISI-2026-03a-GOV3,C,2026-03-05,UK AISI,UKAISI-2026-03a
880,METR-2026-03-AUT2,C,2026-03-03,METR,METR-2026-03a
881,UKAISI-2026-03-CYB6,C,2026-03-01,UK AISI,UKAISI-2026-03b
882,UKAISI-2026-02-CYB3,C,2026-02-26,UK AISI,UKAISI-2026-02b
883,METR-2026-02-SOC4,C,2026-02-24,METR,METR-2026-02c
884,HAL-2026-02b-AUT1,C,2026-02-18,Princeton Holistic Agent Leaderboard (HAL),HAL-2026-02b
885,HAL-2026-02b-AUT7,C,2026-02-18,Princeton Holistic Agent Leaderboard (HAL),HAL-2026-02b
886,FARAI-2026-02-HUM2,C,2026-02-17,FAR.AI,FARAI-2026-02
887,FARAI-2026-02-HUM3,C,2026-02-17,FAR.AI,FARAI-2026-02
888,METR-2026-02-SOC2,C,2026-02-17,METR,METR-2026-02b
889,UKAISI-2026-02-JAI2,C,2026-02-17,UK AISI,UKAISI-2026-02
890,USCAISI-2026-02-GOV1,C,2026-02-17,US CAISI,USCAISI-2026-02
891,USCAISI-2026-02-GOV2,C,2026-02-17,US CAISI,USCAISI-2026-02
892,METR-2026-02-AUT1,C,2026-02-13,METR,METR-2026-02a
893,PALISADE-2026-02-ALI1,C,2026-02-12,Palisade Research,PALISADE-2026-02-ROBOT
894,RAND-2026-02-CYB1,C,2026-02-12,RAND,RAND-2026-02
895,CIP-2026-02-SOC2,C,2026-02-11,Collective Intelligence Project (Weval),CIP-2026-02-REALITIES
896,DREADNODE-2026-02-CYB1,C,2026-02-11,Dreadnode,DREADNODE-2026-02-WORLASIMU
897,TRANSLUCE-2026-02-AUT1,C,2026-02-11,Transluce,TRANSLUCE-2026-02
898,LATTICEFLOW-2026-02-AUT1,C,2026-02-10,LatticeFlow AI,LATTICEFLOW-2026-02
899,USCAISI-2026-02-BIO1,C,2026-02-05,US CAISI,ANTHROPIC-2026-02-SELF
900,JOINT-2026-02-CYB1,C,2026-02-05,Joint UK AISI + US CAISI,JOINT-2026-02
901,JOINT-2026-02-GOV1,C,2026-02-05,Joint UK AISI + US CAISI,JOINT-2026-02
902,USCAISI-2026-01-GOV1,C,2026-01-30,US CAISI,USCAISI-2026-01
903,METR-2026-01-ALI1,C,2026-01-22,METR,METR-2026-01-MONITOR
904,METR-2026-01-ALI2,C,2026-01-22,METR,METR-2026-01-MONITOR
905,METR-2026-01-ALI3,C,2026-01-22,METR,METR-2026-01-MONITOR
906,SCALEAI-2026-01a-GOV1,C,2026-01-06,Scale AI,SCALEAI-2026-01a
907,SCALEAI-2026-01a-GOV2,C,2026-01-06,Scale AI,SCALEAI-2026-01a
908,KAISI-2025-12-SOC1,C,2025-12-29,Korea AI Safety Institute (K-AISI),KAISI-2025-12-SOC1
909,CIP-2025-12-GOV1,C,2025-12-26,Collective Intelligence Project (Weval),CIP-2025-12-ANNUAL
910,TRANSLUCE-2025-12-ALI1,C,2025-12-18,Transluce,TRANSLUCE-2025-12
911,UKAISI-2025-12-SOC4,C,2025-12-18,UK AISI,UKAISI-2025-12-18
912,UKAISI-2025-12-GOV3,C,2025-12-17,UK AISI + Thorn,UKAISI-2025-12-17
913,UKAISI-2025-12-SOC1,C,2025-12-17,UK AISI + Thorn,UKAISI-2025-12-17
914,UKAISI-2025-12-SOC5,C,2025-12-17,UK AISI + Thorn,UKAISI-2025-12-17
915,UKAISI-2025-12-ALI5,C,2025-12-16,UK AISI,UKAISI-2025-12-16
916,UKAISI-2025-12-ALI6,C,2025-12-16,UK AISI,UKAISI-2025-12-16
917,UKAISI-2025-12-ALI12,C,2025-12-16,UK AISI,UKAISI-2025-12-16
918,UKAISI-2025-12-ALI13,C,2025-12-16,UK AISI,UKAISI-2025-12-16
919,UKAISI-2025-12-GOV1,C,2025-12-16,UK AISI,UKAISI-2025-12-16
920,UKAISI-2025-12-ALI2,C,2025-12-09,UK AISI,UKAISI-2025-12
921,UKAISI-2025-12-ALI3,C,2025-12-09,UK AISI,UKAISI-2025-12
922,UKAISI-2025-12-GOV2,C,2025-12-04,UK AISI,UKAISI-2025-12-04
923,DREADNODE-2025-12-CYB1,C,2025-12-03,Dreadnode,DREADNODE-2025-12-LLMPOWEAMSI
924,GRAYSWAN-2025-12-JAI1,C,2025-12-01,Gray Swan AI,GRAYSWAN-2025-12
925,UKAISI-2025-12-ALI1,C,2025-12-01,UK AISI,UKAISI-2025-12a
926,USCAISI-2025-11-GOV1,C,2025-11-28,US CAISI,USCAISI-2025-11
927,UKAISI-2025-11-ALI4,C,2025-11-26,UK AISI,UKAISI-2025-11b
928,UKAISI-2025-11-ALI5,C,2025-11-26,UK AISI,UKAISI-2025-11b
929,UKAISI-2025-11b-ALI1,C,2025-11-26,UK AISI,UKAISI-2025-11b
930,TRANSLUCE-2025-11c-ALI1,C,2025-11-25,Transluce,TRANSLUCE-2025-11c
931,ANTHROPIC-2025-11-SELF-GOV1,C,2025-11-24,UK AISI,ANTHROPIC-2025-11-SELF
932,TRANSLUCE-2025-11b-ALI1,C,2025-11-20,Transluce,TRANSLUCE-2025-11b
933,TRANSLUCE-2025-11b-ALI2,C,2025-11-20,Transluce,TRANSLUCE-2025-11b
934,SCALEAI-2025-11d-GOV1,C,2025-11-17,Scale AI,SCALEAI-2025-11d
935,UKAISI-2025-11-ALI2,C,2025-11-13,UK AISI,UKAISI-2025-11
936,UKAISI-2025-11-GOV1,C,2025-11-13,UK AISI,UKAISI-2025-11
937,TRANSLUCE-2025-11a-ALI2,C,2025-11-11,Transluce,TRANSLUCE-2025-11a
938,SCALEAI-2025-11c-GOV1,C,2025-11-10,Scale AI,SCALEAI-2025-11c
939,SCALEAI-2025-11c-GOV2,C,2025-11-10,Scale AI,SCALEAI-2025-11c
940,SCALEAI-2025-11b-GOV1,C,2025-11-07,Scale AI,SCALEAI-2025-11b
941,UKAISI-2025-11a-GOV1,C,2025-11-03,UK AISI; University of Oxford; EPFL; Yale; UC Berkeley; Stanford; Allen Institute for AI,UKAISI-2025-11a
942,JAISI-2025-10-SOC1,C,2025-10-31,Japan AI Safety Institute (J-AISI),JAISI-2025-10-SPECIFICINFLUENCE
943,METR-2025-10-GOV4,C,2025-10-28,METR,METR-2025-10d
944,METR-2025-10-GOV5,C,2025-10-28,METR,METR-2025-10d
945,METR-2025-10-GOV6,C,2025-10-28,METR,METR-2025-10d
946,UKAISI-2025-10-AUT1,C,2025-10-26,UK AISI,UKAISI-2025-10-AUT1
947,METR-2025-10-GOV1,C,2025-10-23,METR,METR-2025-10c
948,METR-2025-10-GOV2,C,2025-10-23,METR,METR-2025-10c
949,METR-2025-10-GOV3,C,2025-10-23,METR,METR-2025-10c
950,PALISADE-2025-10-ALI1,C,2025-10-22,Palisade Research,PALISADE-2025-10-BOUNTY
951,METR-2025-10-ALI5,C,2025-10-14,METR,METR-2025-10b
952,METR-2025-10-ALI6,C,2025-10-14,METR,METR-2025-10b
953,METR-2025-10-ALI7,C,2025-10-14,METR,METR-2025-10b
954,UKAISI-2025-10-ALI1,C,2025-10-10,UK AISI,UKAISI-2025-10
955,UKAISI-2025-10-ALI2,C,2025-10-10,UK AISI,UKAISI-2025-10
956,UKAISI-2025-10-ALI3,C,2025-10-10,UK AISI,UKAISI-2025-10
957,UKAISI-2025-10-AUT2,C,2025-10-10,UK AISI,UKAISI-2025-10
958,UKAISI-2025-10-GOV1,C,2025-10-10,UK AISI,UKAISI-2025-10
959,UKAISI-2025-10a-ALI1,C,2025-10-05,UK AISI,UKAISI-2025-10a
960,USCAISI-2025-09-CYB2,C,2025-09-30,US CAISI,USCAISI-2025-09
961,USCAISI-2025-09-SOC1,C,2025-09-30,US CAISI,USCAISI-2025-09
962,SCALEAI-2025-09-GOV1,C,2025-09-19,Scale AI,SCALEAI-2025-09
963,SCALEAI-2025-09c-GOV1,C,2025-09-19,Scale AI,SCALEAI-2025-09c
964,RAND-2025-09-GOV1,C,2025-09-15,RAND Europe,RAND-2025-09-GRI
965,SCALEAI-2025-09b-GOV1,C,2025-09-14,Scale AI,SCALEAI-2025-09b
966,SCALEAI-2025-09b-GOV2,C,2025-09-14,Scale AI,SCALEAI-2025-09b
967,SCALEAI-2025-09b-GOV3,C,2025-09-14,Scale AI,SCALEAI-2025-09b
968,SCALEAI-2025-09b-GOV4,C,2025-09-14,Scale AI,SCALEAI-2025-09b
969,UKAISI-2025-09-GOV1,C,2025-09-13,UK AISI,UKAISI-2025-09
970,JOINT-2025-09-CYB3,C,2025-09-12,Joint UK AISI + US CAISI,JOINT-2025-09-CAISIUPDATE
971,JOINT-2025-09-GOV1,C,2025-09-12,Joint UK AISI + US CAISI,JOINT-2025-09-CAISIUPDATE
972,JOINT-2025-09-GOV2,C,2025-09-12,Joint UK AISI + US CAISI,JOINT-2025-09-CAISIUPDATE
973,JOINT-2025-09-JAI4,C,2025-09-12,Joint UK AISI + US CAISI,JOINT-2025-09-CAISIUPDATE
974,JOINT-2025-09-JAI3,C,2025-09-12,Joint UK AISI + US CAISI + Anthropic,JOINT-2025-09-CONSTCLASSIFIER
975,UKAISI-2025-09-AUT1,C,2025-09-06,UK AISI,UKAISI-2025-09-2HOP
976,HOLISTIC-2025-09-GOV1,C,2025-09-05,Holistic AI,HOLISTIC-2025-09
977,UKAISI-2025-08-GOV1,C,2025-08-29,UK AISI,UKAISI-2025-08-29
978,UKAISI-2025-08-GOV2,C,2025-08-29,UK AISI,UKAISI-2025-08-29
979,UKAISI-2025-08-GOV3,C,2025-08-29,UK AISI,UKAISI-2025-08-29
980,PALISADE-2025-08-AUT1,C,2025-08-26,Palisade Research,PALISADE-2025-08-CABLE
981,PALISADE-2025-08-CYB2,C,2025-08-26,Palisade Research,PALISADE-2025-08-CABLE
982,SCALEAI-2025-08-GOV1,C,2025-08-26,Scale AI,SCALEAI-2025-08
983,SCALEAI-2025-08-GOV2,C,2025-08-26,Scale AI,SCALEAI-2025-08
984,METR-2025-08-ALI6,C,2025-08-22,METR,METR-2025-08c
985,METR-2025-08-AUT3,C,2025-08-13,METR,METR-2025-08b
986,METR-2025-08-ALI2,C,2025-08-08,METR,METR-2025-08a
987,METR-2025-08-ALI3,C,2025-08-08,METR,METR-2025-08a
988,UKAISI-2025-08-BIO1,C,2025-08-08,UK AISI,UKAISI-2025-08
989,UKAISI-2025-08-BIO2,C,2025-08-08,UK AISI,UKAISI-2025-08
990,UKAISI-2025-08-JAI11,C,2025-08-08,UK AISI,UKAISI-2025-08
991,DREADNODE-2025-08-GOV1,C,2025-08-04,Dreadnode,DREADNODE-2025-08-PENTJUDGAGEN
992,DREADNODE-2025-08-GOV2,C,2025-08-04,Dreadnode,DREADNODE-2025-08-PENTJUDGAGEN
993,DREADNODE-2025-07-GOV1,C,2025-07-30,Dreadnode,DREADNODE-2025-07
994,FARAI-2025-07b-BIO1,C,2025-07-30,FAR.AI,FARAI-2025-07b
995,NETWORK-2025-07-CYB1,C,2025-07-30,International Network of AI Safety Institutes,NETWORK-2025-07
996,SHANGHAIAILAB-2025-07-ALI3,C,2025-07-27,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-07b
997,SHANGHAIAILAB-2025-07-SOC1,C,2025-07-27,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-07c
998,SHANGHAIAILAB-2025-07-ALI1,C,2025-07-24,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-07-LAYEAWARREPR
999,SCALEAI-2025-07a-GOV1,C,2025-07-21,Scale AI,SCALEAI-2025-07a
1000,SHANGHAIAILAB-2025-07-SOC3,C,2025-07-18,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-07d
1001,UKAISI-2025-07-JAI1,C,2025-07-18,UK AISI,UKAISI-2025-07-JAI1
1002,UKAISI-2025-07-JAI2,C,2025-07-18,UK AISI,UKAISI-2025-07-JAI1
1003,JOINT-2025-07-AUT2,C,2025-07-17,Joint UK AISI + International Network (10 countries),JOINT-2025-07
1004,JOINT-2025-07-GOV1,C,2025-07-17,Joint UK AISI + International Network (10 countries),JOINT-2025-07
1005,UKAISI-2025-07-HUM4,C,2025-07-17,UK AISI,UKAISI-2025-07-PERSUASION
1006,UKAISI-2025-07-GOV1,C,2025-07-16,UK AISI,UKAISI-2025-07-GOV1
1007,METR-2025-07-AUT3,C,2025-07-14,METR,METR-2025-07b
1008,METR-2025-07-SOC3,C,2025-07-10,METR,METR-2025-07a
1009,UKAISI-2025-07-ALI1,C,2025-07-10,UK AISI,UKAISI-2025-07-ALI1
1010,SGAISI-2025-07-JAI1,C,2025-07-08,International Network of AI Safety Institutes,SGAISI-2025-07-JAI1
1011,APOLLO-2025-07-ALI1,C,2025-07-03,Apollo Research,APOLLO-2025-07
1012,APOLLO-2025-07-GOV1,C,2025-07-03,Apollo Research,APOLLO-2025-07
1013,APOLLO-2025-07-GOV2,C,2025-07-03,Apollo Research,APOLLO-2025-07
1014,SCALEAI-2025-06-GOV1,C,2025-06-13,Scale AI,SCALEAI-2025-06-AGENTRLVR
1015,METR-2025-06-ALI4,C,2025-06-05,METR,METR-2025-06
1016,METR-2025-06-GOV1,C,2025-06-05,METR,METR-2025-06
1017,TRANSLUCE-2025-06-ALI1,C,2025-06-05,Transluce,TRANSLUCE-2025-06
1018,FARAI-2025-06-ALI1,C,2025-06-03,FAR.AI,FARAI-2025-06
1019,FARAI-2025-06-ALI2,C,2025-06-03,FAR.AI,FARAI-2025-06
1020,FARAI-2025-06-ALI3,C,2025-06-03,FAR.AI,FARAI-2025-06
1021,FARAI-2025-06-ALI4,C,2025-06-03,FAR.AI,FARAI-2025-06
1022,UKAISI-2025-05a-GOV1,C,2025-05-31,UK AISI,UKAISI-2025-05a
1023,SHANGHAIAILAB-2025-05-ALI1,C,2025-05-30,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-05-ADVEPREFLEAR
1024,UKAISI-2025-05-GOV1,C,2025-05-29,UK AISI,UKAISI-2025-05
1025,UKAISI-2025-05-GOV2,C,2025-05-29,UK AISI,UKAISI-2025-05
1026,PALISADE-2025-05-CYB1,C,2025-05-26,Palisade Research,PALISADE-2025-05-CROWDCTF
1027,JOINT-2025-05-GOV1,C,2025-05-22,Apollo Research + Anthropic (AISI-adjacent -- Apollo in AISIC),JOINT-2025-05
1028,JOINT-2025-05-GOV2,C,2025-05-22,Joint UK AISI + US CAISI,JOINT-2025-05
1029,HOLISTIC-2025-05-CYB1,C,2025-05-13,Holistic AI,HOLISTIC-2025-05
1030,HOLISTIC-2025-05-GOV1,C,2025-05-13,Holistic AI,HOLISTIC-2025-05
1031,GRAYSWAN-2025-05-GOV1,C,2025-05-09,Gray Swan AI,GRAYSWAN-2025-05-UKAISIX
1032,SCALEAI-2025-05-GOV1,C,2025-05-09,Scale AI,SCALEAI-2025-05
1033,DREADNODE-2025-04-GOV1,C,2025-04-29,Dreadnode,DREADNODE-2025-04
1034,UKAISI-2025-04-AUT1,C,2025-04-22,UK AISI,UKAISI-2025-04
1035,JOINT-2025-04-GOV2,C,2025-04-16,Joint UK AISI + US CAISI,OPENAI-2025-04-SELF
1036,REDWOOD-2025-04-ALI1,C,2025-04-14,Redwood Research,REDWOOD-2025-04
1037,REDWOOD-2025-04-ALI2,C,2025-04-14,Redwood Research,REDWOOD-2025-04
1038,FARAI-2025-04-ALI2,C,2025-04-04,FAR.AI,FARAI-2025-04
1039,FARAI-2025-04-ALI3,C,2025-04-04,FAR.AI,FARAI-2025-04
1040,SHANGHAIAILAB-2025-04-SOC1,C,2025-04-04,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-04
1041,SHANGHAIAILAB-2025-04-SOC2,C,2025-04-04,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-04
1042,SHANGHAIAILAB-2025-03-AUT1,C,2025-03-28,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-03
1043,TRANSLUCE-2025-03-AUT1,C,2025-03-24,Transluce,TRANSLUCE-2025-03
1044,METR-2025-03-AUT5,C,2025-03-19,METR,METR-2025-03b
1045,APOLLO-2025-03-GOV1,C,2025-03-17,Apollo Research,APOLLO-2025-03
1046,METR-2025-03-AUT3,C,2025-03-17,METR,METR-2025-03a
1047,UKAISI-2025-03-ALI1,C,2025-03-02,UK AISI,UKAISI-2025-03-GOV1
1048,UKAISI-2025-03-GOV11,C,2025-03-02,UK AISI,UKAISI-2025-03-GOV1
1049,OPENAI-2025-02b-SELF-GOV1,C,2025-02-27,METR,OPENAI-2025-02b-SELF-GPT45
1050,JOINT-2025-02-GOV2,C,2025-02-24,Joint UK AISI + US CAISI,ANTHROPIC-2025-02-SELF
1051,APOLLO-2025-02b-AUT1,C,2025-02-24,Apollo Research,APOLLO-2025-02b
1052,APOLLO-2025-02b-AUT2,C,2025-02-24,Apollo Research,APOLLO-2025-02b
1053,PALISADE-2025-02-ALI1,C,2025-02-19,Palisade Research,PALISADE-2025-02-SPECGAME
1054,SHANGHAIAILAB-2025-02-JAI1,C,2025-02-19,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-02-AMOUSFOOL
1055,SHANGHAIAILAB-2025-02-JAI2,C,2025-02-19,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2025-02-AMOUSFOOL
1056,METR-2025-02-AUT5,C,2025-02-14,METR,METR-2025-02k
1057,PALISADE-2025-02-BIO1,C,2025-02-10,Palisade Research,PALISADE-2025-02-BIOLLAMA
1058,APOLLO-2025-02-ALI1,C,2025-02-06,Apollo Research,APOLLO-2025-02
1059,APOLLO-2025-02-ALI2,C,2025-02-06,Apollo Research,APOLLO-2025-02
1060,APOLLO-2025-02-ALI3,C,2025-02-06,Apollo Research,APOLLO-2025-02
1061,FARAI-2025-02b-ALI1,C,2025-02-05,FAR.AI,FARAI-2025-02b
1062,UKAISI-2025-02-GOV1,C,2025-02-04,UK AISI,UKAISI-2025-02-GOV1
1063,METR-2025-01-AUT3,C,2025-01-31,METR,METR-2025-01
1064,METR-2025-01-GOV1,C,2025-01-31,METR,METR-2025-01
1065,SCALEAI-2025-01b-GOV1,C,2025-01-29,Scale AI,SCALEAI-2025-01b
1066,JOINT-2025-01-CYB1,C,2025-01-17,Joint UK AISI + US CAISI,JOINT-2025-01-AGENTHIJACKING
1067,JOINT-2025-01-CYB2,C,2025-01-17,Joint UK AISI + US CAISI,JOINT-2025-01-AGENTHIJACKING
1068,PALISADE-2025-01-CYB1,C,2025-01-17,Palisade Research,PALISADE-2025-01-CTF
1069,USCAISI-2025-01-GOV1,C,2025-01-15,US CAISI,USCAISI-2025-01-NISTAI8001
1070,SCALEAI-2025-01a-GOV1,C,2025-01-02,Scale AI,SCALEAI-2025-01a
1071,SHANGHAIAILAB-2024-12-SOC2,C,2024-12-10,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-12
1072,UKAISI-2024-12-GOV3,C,2024-12-03,UK AISI,UKAISI-2024-12
1073,SHANGHAIAILAB-2024-11-GOV1,C,2024-11-29,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-11-BEYOSURFSTRU
1074,HAL-2024-11-AUT1,C,2024-11-26,Princeton Holistic Agent Leaderboard (HAL),HAL-2024-11
1075,HAL-2024-11-AUT2,C,2024-11-26,Princeton Holistic Agent Leaderboard (HAL),HAL-2024-11
1076,HAL-2024-11-AUT3,C,2024-11-26,Princeton Holistic Agent Leaderboard (HAL),HAL-2024-11
1077,METR-2024-11-AUT3,C,2024-11-22,METR,METR-2024-11
1078,NETWORK-2024-11-GOV1,C,2024-11-20,Joint UK + US + Singapore AISIs (International Network),NETWORK-2024-11
1079,NETWORK-2024-11-GOV2,C,2024-11-20,Joint UK + US + Singapore AISIs (International Network),NETWORK-2024-11
1080,NETWORK-2024-11-GOV3,C,2024-11-20,Joint UK + US + Singapore AISIs (International Network),NETWORK-2024-11
1081,NETWORK-2024-11-GOV4,C,2024-11-20,Joint UK + US + Singapore AISIs (International Network),NETWORK-2024-11
1082,JOINT-2024-11-GOV1,C,2024-11-19,Joint UK AISI + US CAISI,JOINT-2024-11
1083,SHANGHAIAILAB-2024-11-SOC1,C,2024-11-18,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-11-OASIOPENAGEN
1084,SHANGHAIAILAB-2024-11-SOC2,C,2024-11-18,Shanghai AI Laboratory (AI45 Lab),SHANGHAIAILAB-2024-11-OASIOPENAGEN
